475
FAROOQUI	24022001	1806	66.55
RAKSHIT	21052000	1805	77.25
ANKIT	14092003	1880	89.59
MOHIT	21052003	1831	63.49
RAVNEESH	15012002	1792	93.13
BURUJULA	11032000	1643	52.35
NARESH	11092003	1514	88.58
VIPUL	15012001	1415	96.19
VINEET	14052000	1762	74.69
LALMINLUN	18052000	1676	66.03
ABHISHEK	16052002	1897	94.15
KAILASH	24082001	1662	82.51
DILKUSH	16022003	1598	41.78
PREM	12062000	1720	86.91
VIKAS	25092003	1891	97.9
GAUTAM	14062001	1883	44.77
SURESH	27072000	1713	51.66
AYUSH	24072003	1840	80.69
RAHUL	11052003	1486	86.17
ABHINAV	14082001	1430	93.73
ARUN	13092000	1422	83.06
RUCHIT	26072001	1730	62.04
SUPRIYA	25042000	1736	51.57
AMAN	20042001	1465	42.71
HEMANT	26082000	1545	47.78
VISHNU	23052000	1900	64.71
KARAN	23092000	1691	82.98
ASHISH	24022000	1634	47.68
HARSHEET	15092000	1499	96.39
VIJAY	14022002	1632	91.92
RANDHEER	17092003	1673	60.71
MEDHA	11042002	1610	57.56
GADUPUTI	23042002	1588	77.56
RAMESH	13052001	1716	83.72
SUMIR	27052002	1883	40.56
SIMRAN	12082001	1637	75
RAKESH	18032002	1685	44.66
MADHUJ	12032003	1898	93.01
ABHAY	23082003	1757	64.35
SUKHBIR	12092001	1535	98.46
MOHIT	28012002	1839	49.54
PIYUSH	18082001	1513	72.37
VEDIK	15022003	1568	53.21
SAURAV	16032000	1717	41.09
SWATI	28012000	1744	72.66
SUNIL	20012001	1640	96.75
AYUSH	18082002	1838	62
SANJAY	11082002	1584	73.69
SUNAV	20052000	1480	47.33
PRIYANSHU	12072001	1657	69.07
NEHA	22042002	1603	90.95
BHAVYA	15032000	1456	44.87
AKHILESH	27022001	1504	93.56
GAJENDER	22072003	1729	80
ANUBHAV	15042000	1849	68.43
MANTHATI	28092000	1895	81.6
JASWINDER	21082000	1625	82.16
PRAKHAR	26042002	1481	49.85
APURV	27032000	1535	54.16
DILKHUSH	17052001	1508	89.64
VIJAY	11052001	1724	99.59
AJAY	16032003	1787	85.85
SHUBHAM	18082000	1599	58.12
HIMANSHU	26042003	1414	51.46
ARPIT	18082001	1606	82.08
UTKARSH	13052000	1655	64.41
ANUJ	13022000	1813	90.79
SAFALATA	25032003	1797	51.6
DAMMALAPATI	15022001	1530	41.12
BINTU	14032000	1856	48.19
PAYAL	27062000	1856	73.19
SOMENDRA	11032000	1687	96.28
GAURAV	19062003	1711	65.91
PRASHANT	27072003	1826	63.45
NIKHIL	21022000	1653	53.59
AMAN	21042000	1708	92.81
SIDDHANT	18062001	1422	51.03
VAIBHAV	23042000	1565	74.74
SURYANSHU	27072000	1540	89.66
MEENAL	24022002	1697	70.02
FULESH	15072001	1806	43.92
ABHISHEK	20042002	1644	52.13
PRASHANT	12082001	1801	66.47
SARTHAK	14062002	1592	78.67
MRIGANK	23012002	1626	46.13
VUSSE	16012000	1647	67.58
KIRAN	12062001	1732	45.07
SIDDHARTH	12082002	1479	45.07
DONDAPATI	10092000	1409	44.69
PRASHANT	25042003	1587	57.05
DEEPIKA	28092002	1839	40.04
KOJA	25022000	1436	95.01
RISHAV	24092003	1563	92.81
SAHIL	28062001	1896	50.39
NAMAN	13042002	1500	92.48
DIYAKSHI	19042003	1588	44.61
SRI	18082002	1689	54.17
PRASHANT	19072002	1420	42.93
SANJAY	28072001	1699	94.16
PRINCE	28082003	1707	51.82
VISHAL	26042003	1676	62.84
KUMAR	10052001	1541	40.19
PRAKHAR	23092001	1449	74.92
VAIBHAV	16022002	1696	43.89
PRABHAT	11022001	1548	47.95
GUNJAN	20092000	1500	77.34
ANURAG	25082001	1701	88.23
CHAITANYA	26072003	1490	43.69
ABHINANDAN	27072000	1835	62.98
ADITI	19052003	1444	55.54
ABHISHEK	19042002	1742	57.62
AMAN	23092003	1412	55.35
ESLAVATH	21032001	1746	54.99
HIMANSHU	16012003	1604	75.53
SHUBHENDU	28052001	1704	51.04
SUDIP	19092003	1838	43.54
ABHISHEK	18022001	1406	77.4
ROHIT	13092002	1539	71.94
NIKITA	23052001	1598	85.05
KONAKANDLA	18022000	1525	74.03
RITIKA	17072003	1743	73.26
RISHIDEV	13022003	1423	42.38
SUKRATI	16012003	1680	77.05
SANSKAR	25032002	1456	98.42
LAKSHYA	28012003	1871	92.62
KAMYA	26032000	1690	47.37
PRATEEK	17052002	1798	84.74
UTSAV	18012000	1696	41.92
ABHISHEK	20042003	1573	85.42
ABHEE	19062001	1408	40.68
SIDDHARTH	13012001	1819	58.73
RAKESH	13022002	1835	46.65
JAYESH	27072001	1873	51.66
ANKIT	21052000	1610	70.82
ESHWAR	10022000	1618	75.94
RAHUL	23022000	1555	60.31
ASHAY	12022003	1569	74.03
PARU	16072003	1647	91.85
TANVI	24092003	1741	65.95
ROHAN	19062002	1625	79.21
RAVI	14082002	1647	49.09
RISHABH	27032001	1773	53.43
DEVENDRA	11052001	1878	92.55
MADHAV	21052003	1766	80.25
NEETAN	19032002	1838	57.71
JYAMITI	26012002	1826	93.59
SHASHANK	21072002	1759	81.21
ABHIJAAT	27072002	1649	80.02
PRAKASH	27042000	1667	58.45
ABHEET	28012001	1718	75.4
GOHIL	15082002	1461	42.44
HARSHIT	24032000	1635	84.56
RAVURI	15072000	1757	60.51
SOURAV	17032003	1553	58.81
KANISHAK	14092002	1841	86.45
VINIT	21032003	1733	68.86
TANMAY	17062000	1868	62.18
YOGESH	20012000	1861	90
BANAVATHU	22052001	1581	96.56
RIJUL	10092001	1400	59.56
CHETHAN	18012002	1523	93.01
PREET	28062002	1792	72.19
SANGRAM	23012003	1764	46.57
AMAN	19032000	1609	50.66
ANUBHAV	14082002	1468	70.2
RISHABH	20012001	1641	57.43
VAIBHAV	14082003	1841	93.44
NAMAN	24062001	1670	93.36
MOHIT	27032002	1646	88.6
PANKAJ	28052002	1719	41.11
LAVI	13062000	1724	91.6
PALAK	21072001	1570	90.56
TANVI	27022003	1684	41.09
AJAY	16042003	1820	54.66
ANANT	13072001	1686	42.81
AAKASH	25092001	1882	50.02
NARREDDY	27042000	1671	53.58
AKSHAT	22062002	1816	41.51
AMAN	14012003	1674	77.58
JASHANDEEP	14072002	1792	99.26
GARGI	12032001	1527	91.45
VIVEK	25072001	1688	58.23
MAYANK	23052002	1544	78.19
JAYADITYA	28062002	1460	52.33
DIVYANSH	25012000	1766	96.34
KANISHKA	24042002	1540	58.38
DHEERAJ	20052002	1891	55.98
MAHESH	25032002	1605	68.06
ADITI	10022003	1633	50.48
DEEPAK	20062002	1837	51.07
BIR	19072002	1815	94.32
KURITI	26092000	1831	74.49
SHIVAM	11082003	1814	71.88
SHAILESH	11032001	1630	92.39
ARSH	12042001	1813	97.47
KARISHMA	25012002	1670	53.5
AKASH	18022000	1541	89.09
SHIVANSHU	18022002	1574	64.46
YASHANK	16022001	1431	49.02
PANKAJ	13012003	1754	48.48
RITIK	20042000	1498	89.79
NIKHIL	24092002	1545	56.02
SIDDHARTH	17082003	1669	42.43
SHIVAM	24062001	1501	97.98
ANKUR	19082003	1863	93.88
VANKALA	12012002	1801	71.1
ANIKET	13062002	1801	93.86
GAYANK	12062000	1733	98.4
GARVIL	16012001	1766	95.25
ATUL	27032001	1873	91.82
SAVI	13012003	1584	55.2
KARAMTOTE	15092003	1865	73.82
MANISH	20012000	1592	71.47
RITVIK	12092001	1581	57.07
RAVI	25062001	1461	91.52
PARTH	23022000	1611	80.07
PIYUSH	13082001	1472	77.81
PALASH	16052002	1808	82.45
PRIYANKA	22062000	1502	71.12
UTKARSH	14082001	1789	76.77
ANSHUL	18082002	1428	90.31
ROHAN	26022001	1748	52.66
RAHUL	21052003	1540	89.31
GAURAV	10012003	1570	51.48
DEEPANSHU	26092001	1900	58.39
SAMAR	18032000	1615	63.7
RUDRANEEL	11022001	1615	76.75
KAASHIKA	16042001	1736	67.49
AKASHI	16052002	1846	53.75
SHUBH	28012002	1615	45.32
ABHISHEK	11042001	1724	70.57
VISHAL	12042001	1591	89.68
SHASHI	14092003	1795	83.71
SANSKAR	16052000	1422	91.4
ROHAN	10022003	1760	85
DIPTANSHU	25042003	1862	86.79
KEDAM	25092001	1481	56.5
SARTHAK	10022001	1470	75.91
SARTHAK	11092002	1701	58.48
RAGHAV	25062001	1764	46.62
HARSH	16052001	1879	46
TARANSH	11042001	1834	44.92
LOKESH	17022003	1585	88.06
TUSHAR	16042000	1540	78.59
MOHAMMAD	26022001	1816	40.14
LAKSHYA	22082002	1615	92.2
T	19042002	1618	73.45
VIPUL	20052000	1536	56.46
AJAY	25052002	1649	45.04
HARSHIT	23082002	1777	49.75
RISHABH	11092000	1665	40.35
SARTHAK	23082003	1724	89.31
TANISH	27032001	1447	60.36
MAYANK	12082001	1823	79.82
BHAVESH	14072002	1609	91.1
JANAK	28022000	1416	85.82
MOHIT	26062001	1602	67.89
JATIN	26032000	1884	90.94
PALLI	21072000	1773	70.87
SATVIK	12052000	1823	61.48
ABHYUDAY	25062003	1555	68.91
VISHNU	20012002	1839	92.16
RASHI	15092002	1574	95.34
ABHISHEK	12082001	1711	64.91
ARPIT	15012003	1816	45.33
PRAFULL	15072003	1634	54.53
V	13022000	1892	81.42
MANISHA	10072003	1698	70.04
PRIYANSHI	28022000	1714	57.73
DIVYANSHU	23082003	1552	86.76
RONAK	12042001	1402	96.59
SHIVAM	24092001	1843	60.76
KOTA	22052000	1499	46.31
RAJ	22012002	1477	48.68
MAYANK	28092001	1682	41.79
MAYUR	17062001	1673	80.51
ATHARVA	15062003	1830	42.83
HARSH	13072000	1583	82.74
ABHISHEK	27022003	1722	95.31
RUSHIL	13052000	1675	88.88
ANMOL	20032003	1738	40.03
MANTHAN	13022002	1494	40.06
HARKIRAT	28042003	1436	96
SHREYASH	20072002	1700	68.03
JATIN	15042000	1545	75.29
KSHITIJ	18052001	1758	88.06
HRITHIK	27022002	1401	71.55
PRANAY	10012002	1799	47.6
BRIJVASI	28082002	1807	54.67
UTSAV	24082000	1576	96.87
SATVIK	26012000	1448	62.64
ADITYA	18012003	1762	91.54
VIVEK	25012002	1672	52.16
AVIRUDDH	20042002	1721	95.39
PUTTA	16042003	1754	74.21
ANIKET	28062000	1652	94.13
VEDANT	18062002	1811	51.67
RAVIRAJ	16062001	1436	41.74
ANIL	18062002	1406	51.72
PRATEEK	19022001	1662	71.91
ANKIT	24022002	1697	79.94
ANAND	17072000	1622	77.05
ANURAG	18042001	1510	69.87
VARDHAN	12082002	1729	81.61
KAJOL	12032000	1799	46.73
SHARUT	23032001	1473	51.35
ASHUTOSH	25012002	1844	80.19
UJJWAL	17092000	1659	80.42
SAKSHI	25092003	1519	98.17
SHIVAM	22072003	1729	66.47
JATIN	14052003	1528	48.65
KSHITIJ	14082001	1585	91.34
YANIK	21042003	1709	47.28
KALADI	26062003	1834	48.66
MRITUNJAY	28062002	1789	85.23
SAKSHAM	19012003	1526	71.14
KAIVALYA	15072001	1690	64.66
DIALANI	27072002	1537	81.28
RAJAS	15032002	1558	54.85
GAURI	16082002	1886	43.91
NISARG	27072002	1493	99.7
ADITYA	23022002	1596	73.78
SAHIL	10072000	1865	49.8
BRATEESH	15022003	1713	63
RITVIK	11012003	1527	67.91
SUNIL	26082003	1460	70.86
NAMRATA	17062001	1646	81.97
MAHAK	14052002	1598	48.53
SIDDHARTH	12062000	1786	49.27
PARITOSH	24012003	1614	88.52
SHAURYA	27082000	1570	72.87
HRITHIK	25092003	1551	55.87
KESHAV	28092001	1601	59.04
ARYAMAN	16062002	1784	63.8
M	14022002	1724	56.61
LAKSHYA	25052000	1689	87.26
AKANKSHA	11082002	1728	84.26
DHANANJAY	15042003	1570	65.75
SAKSHAM	24032000	1539	88.3
ANKIT	13092002	1444	61.9
AMAN	19042002	1854	71.75
SAMARTH	13012002	1791	40.54
NIPUN	17022002	1452	55.65
MEDHA	28092000	1885	61.26
SURYANSH	15012003	1442	81.5
RISHI	23032000	1520	71.26
KUNAL	19032002	1472	95.82
RAJAT	16032000	1701	56.59
MAYANK	27072003	1683	75.14
ADARSH	25072003	1561	77.36
VAIBHAV	25092001	1682	85.11
RAHUL	26042003	1569	71.22
RAVI	18022001	1510	43.78
TARANDEEP	19052001	1680	49.09
MUSUNURU	28062000	1768	41.93
ANSHUL	18022001	1411	88.72
SAMEER	10012002	1502	82.73
ANURAG	11062003	1797	84.83
YASH	22022002	1562	79.23
CHAPARA	10082001	1859	50.02
SHIVAM	28022003	1476	45.54
VASU	24052001	1843	72.68
NISHANK	16012001	1883	96.78
YASH	18092000	1628	76.73
RAJBIR	19012003	1507	53.41
SHREYA	12092002	1515	43.51
DEVANG	23072003	1730	70.73
YADURAJ	23052003	1833	82.33
ABHISHEK	11092001	1577	81.59
PRATHEEK	17012000	1635	68.84
PRADYUMNA	25032000	1768	75.65
LOKESH	23072002	1403	65.7
MOHAMMAD	20032000	1709	68.41
SHAYAN	17012001	1711	91.97
NAMAN	21042002	1658	90.91
DIVYANSHU	28072003	1809	82.45
NISHANT	24092000	1543	56.83
HARKANWAR	24072002	1685	80.06
UMESH	13072003	1441	59.12
RUSHI	12042002	1521	77.13
NIKHIL	24052003	1624	60.41
DIVYAM	23052001	1822	70.38
KAMAL	28052000	1863	47.68
KABIR	24082000	1669	99.09
PARTH	10012001	1687	50.09
RAHUL	10092003	1836	53.9
ANANYE	13092002	1611	45.02
