475
NALLA	14052002	1743	68.22
ANIKET	14052003	1490	89.94
GAUTAM	14062001	1883	44.77
SARTHAK	14062002	1592	78.67
JASHANDEEP	14072002	1792	99.26
ABHINAV	14082001	1430	93.73
RAVI	14082002	1647	49.09
SHRADHA	14082003	1677	44.49
KANISHAK	14092002	1841	86.45
ANKIT	14092003	1880	89.59
JAY	15012000	1621	79.37
VIPUL	15012001	1415	96.19
RAVNEESH	15012002	1792	93.13
ARPIT	15012003	1816	45.33
RANU	15022000	1489	96.32
DAMMALAPATI	15022001	1530	41.12
MUDE	15022002	1733	93.05
ASHISH	15022003	1435	87.19
BHAVYA	15032000	1456	44.87
RAJAS	15032002	1558	54.85
ANUBHAV	15042000	1849	68.43
DHANANJAY	15042003	1570	65.75
ATHARVA	15062003	1830	42.83
NARENDRA	15072000	1591	45.09
FULESH	15072001	1806	43.92
PRAFULL	15072003	1634	54.53
GOHIL	15082002	1461	42.44
VIKAS	15092000	1563	82.3
RASHI	15092002	1574	95.34
HRITIK	15092003	1605	98.05
GAURAV	16012000	1483	99.1
GARVIL	16012001	1766	95.25
HIMANSHU	16012003	1604	75.53
YASHANK	16022001	1431	49.02
VAIBHAV	16022002	1696	43.89
MUDIT	16022003	1502	85.93
SAURAV	16032000	1717	41.09
AJAY	16032003	1787	85.85
TUSHAR	16042000	1540	78.59
KAASHIKA	16042001	1736	67.49
AJAY	16042003	1820	54.66
SANSKAR	16052000	1422	91.4
HARSH	16052001	1879	46
SUNIL	16052002	1896	44.63
ABHINAVA	16062001	1819	64.66
ARYAMAN	16062002	1784	63.8
PARU	16072003	1647	91.85
GAURI	16082002	1886	43.91
LAVISH	16082003	1718	88.3
PRATHEEK	17012000	1635	68.84
SHAYAN	17012001	1711	91.97
NIPUN	17022002	1452	55.65
LOKESH	17022003	1585	88.06
MENDA	17032000	1840	45.48
SOURAV	17032003	1553	58.81
GAURAV	17052001	1834	47.15
PRATEEK	17052002	1798	84.74
DEVESH	17062000	1699	79.88
MAYUR	17062001	1673	80.51
ANAND	17072000	1622	77.05
RITIKA	17072003	1743	73.26
SIDDHARTH	17082003	1669	42.43
UJJWAL	17092000	1659	80.42
RANDHEER	17092003	1673	60.71
UTSAV	18012000	1696	41.92
CHETHAN	18012002	1523	93.01
VANKAYALAPATI	18012003	1601	55.02
KONAKANDLA	18022000	1525	74.03
ABHISHEK	18022001	1406	77.4
SHIVANSHU	18022002	1574	64.46
PRABUDDH	18022003	1400	53.42
SAMAR	18032000	1615	63.7
RAKESH	18032002	1685	44.66
ANURAG	18042001	1510	69.87
LALMINLUN	18052000	1676	66.03
KSHITIJ	18052001	1758	88.06
SIDDHANT	18062001	1422	51.03
VEDANT	18062002	1811	51.67
ATUL	18082000	1437	63.29
PIYUSH	18082001	1513	72.37
AYUSH	18082002	1838	62
SURENDRA	18082003	1545	79.11
YASH	18092000	1628	76.73
NEERAJ	19012001	1845	46.82
SAKSHAM	19012003	1526	71.14
PRATEEK	19022001	1662	71.91
AMAN	19032000	1609	50.66
NEETAN	19032002	1838	57.71
SUMIT	19032003	1802	92.73
ABHISHEK	19042002	1742	57.62
DIYAKSHI	19042003	1588	44.61
NAMAN	19052001	1503	83.3
ADITI	19052003	1444	55.54
ABHEE	19062001	1408	40.68
ROHAN	19062002	1625	79.21
GAURAV	19062003	1711	65.91
PRASHANT	19072002	1420	42.93
ANKUR	19082003	1863	93.88
SUDIP	19092003	1838	43.54
YOGESH	20012000	1861	90
SUNIL	20012001	1640	96.75
VISHNU	20012002	1839	92.16
PRADEEP	20012003	1797	59.79
PRATEEK	20022000	1869	61.74
MOHAMMAD	20032000	1709	68.41
CHOKKAPU	20032001	1790	45.41
ANMOL	20032003	1738	40.03
ANOOP	20042000	1717	81.94
AMAN	20042001	1465	42.71
ABHISHEK	20042002	1644	52.13
ABHISHEK	20042003	1573	85.42
SUNAV	20052000	1480	47.33
DHEERAJ	20052002	1891	55.98
DEEPAK	20062002	1837	51.07
SHREYASH	20072002	1700	68.03
HARIHARAN	20082000	1438	98.06
GUNJAN	20092000	1500	77.34
SIDDHI	20092003	1745	76.5
RAVI	21022000	1667	87.93
ESLAVATH	21032001	1746	54.99
VINIT	21032003	1733	68.86
AMAN	21042000	1708	92.81
EKANT	21042001	1854	90.47
NAMAN	21042002	1658	90.91
YANIK	21042003	1709	47.28
RAKSHIT	21052000	1805	77.25
MOHIT	21052003	1831	63.49
SATISH	21062001	1696	94.78
ASHWANI	21062003	1798	59.2
PALLI	21072000	1773	70.87
PALAK	21072001	1570	90.56
SHASHANK	21072002	1759	81.21
JASWINDER	21082000	1625	82.16
AKHILESH	21082001	1615	45.84
GAURAV	21082003	1706	56.9
RAJ	22012002	1477	48.68
YASH	22022002	1562	79.23
NEHA	22042002	1603	90.95
KOTA	22052000	1499	46.31
BANAVATHU	22052001	1581	96.56
PRIYANKA	22062000	1502	71.12
AKSHAT	22062002	1816	41.51
SHIVAM	22062003	1633	97.77
GAJENDER	22072003	1729	80
MUDIT	22082002	1576	42.09
DEEKSHITH	22092000	1834	52.56
MOHINDER	22092003	1411	58.37
MANISH	23012001	1874	72.97
MRIGANK	23012002	1626	46.13
SANGRAM	23012003	1764	46.57
RAHUL	23022000	1555	60.31
ADITYA	23022002	1596	73.78
RISHI	23032000	1520	71.26
AJAY	23032001	1710	80.82
RAVI	23032003	1654	43.8
VAIBHAV	23042000	1565	74.74
SHIVA	23042002	1573	90.07
VISHNU	23052000	1900	64.71
NIKITA	23052001	1598	85.05
MAYANK	23052002	1544	78.19
RAHUL	23052003	1499	82.72
LOKESH	23072002	1403	65.7
DEVANG	23072003	1730	70.73
HARSHIT	23082002	1777	49.75
ABHAY	23082003	1757	64.35
RAHUL	23092000	1452	40.12
PRAKHAR	23092001	1449	74.92
AMAN	23092003	1412	55.35
PARITOSH	24012003	1614	88.52
SUDIP	24022000	1667	77.94
FAROOQUI	24022001	1806	66.55
DEVDATT	24022002	1724	67.7
HARSHIT	24032000	1635	84.56
ABHISHEK	24032001	1444	75.93
KANISHKA	24042002	1540	58.38
VASU	24052001	1843	72.68
NIKHIL	24052003	1624	60.41
PRIYANSH	24062001	1552	94.33
HARKANWAR	24072002	1685	80.06
AYUSH	24072003	1840	80.69
UTSAV	24082000	1576	96.87
KAILASH	24082001	1662	82.51
NISHANT	24092000	1543	56.83
SHIVAM	24092001	1843	60.76
NIKHIL	24092002	1545	56.02
RISHAV	24092003	1563	92.81
DIVYANSH	25012000	1766	96.34
KARISHMA	25012002	1670	53.5
KOJA	25022000	1436	95.01
ASHISH	25022001	1809	63.98
PRABHANSHU	25022002	1581	51.98
PRADYUMNA	25032000	1768	75.65
SANSKAR	25032002	1456	98.42
SAFALATA	25032003	1797	51.6
SUPRIYA	25042000	1736	51.57
PRADEEP	25042002	1734	93.69
PRASHANT	25042003	1587	57.05
LAKSHYA	25052000	1689	87.26
ANMOL	25052002	1715	56.98
RAVI	25062001	1461	91.52
ABHYUDAY	25062003	1555	68.91
VIVEK	25072001	1688	58.23
ADARSH	25072003	1561	77.36
MOHIT	25082001	1771	93.72
NAMITA	25082002	1580	58.58
NITESH	25092001	1752	60.18
VIKAS	25092003	1891	97.9
SATVIK	26012000	1448	62.64
SHUBHAM	26012002	1808	86.1
ROHAN	26022001	1748	52.66
KAMYA	26032000	1690	47.37
KONDETI	26042000	1678	60.31
JASHANDEEP	26042001	1695	84.52
MADHUR	26042002	1852	67.86
HIMANSHU	26042003	1414	51.46
MOHIT	26062001	1602	67.89
KALADI	26062003	1834	48.66
HARISH	26072000	1541	95.64
RUCHIT	26072001	1730	62.04
CHAITANYA	26072003	1490	43.69
HEMANT	26082000	1545	47.78
ROHAN	26082003	1666	72.59
KURITI	26092000	1831	74.49
DEEPANSHU	26092001	1900	58.39
HARDYAL	27022001	1510	84.46
HRITHIK	27022002	1401	71.55
TANVI	27022003	1684	41.09
APURV	27032000	1535	54.16
RISHABH	27032001	1773	53.43
MOHIT	27032002	1646	88.6
PRAKASH	27042000	1667	58.45
NARESH	27042003	1574	50.07
SUMIR	27052002	1883	40.56
PAYAL	27062000	1856	73.19
SURESH	27072000	1713	51.66
JAYESH	27072001	1873	51.66
ABHIJAAT	27072002	1649	80.02
PRASHANT	27072003	1826	63.45
SHAURYA	27082000	1570	72.87
SWATI	28012000	1744	72.66
ABHEET	28012001	1718	75.4
MOHIT	28012002	1839	49.54
LAKSHYA	28012003	1871	92.62
SANKET	28022000	1702	61.6
DEEPAK	28022003	1484	94.02
HARKIRAT	28042003	1436	96
KAMAL	28052000	1863	47.68
SHUBHENDU	28052001	1704	51.04
PANKAJ	28052002	1719	41.11
ANIKET	28062000	1652	94.13
SAHIL	28062001	1896	50.39
PREET	28062002	1792	72.19
SANJAY	28072001	1699	94.16
RATHOD	28072002	1741	82.41
DIVYANSHU	28072003	1809	82.45
VAIBHAV	28082001	1488	50.44
BRIJVASI	28082002	1807	54.67
PRINCE	28082003	1707	51.82
HIMANSHU	28092000	1748	49.34
SARTHAK	28092001	1840	64.21
DEEPIKA	28092002	1839	40.04
