475
NEERAJ	19012001	1845	46.82
NEETAN	19032002	1838	57.71
NEHA	22042002	1603	90.95
NIKHIL	13022003	1789	83.97
NIKITA	23052001	1598	85.05
NIPUN	17022002	1452	55.65
NISHANT	24092000	1543	56.83
NITESH	25092001	1752	60.18
PALAK	21072001	1570	90.56
PALLI	21072000	1773	70.87
PANKAJ	13012003	1754	48.48
PARITOSH	24012003	1614	88.52
PARTH	10012001	1687	50.09
PARU	16072003	1647	91.85
PAYAL	27062000	1856	73.19
PIYUSH	18082001	1513	72.37
PRABHANSHU	25022002	1581	51.98
PRABHAT	11022001	1548	47.95
PRABUDDH	18022003	1400	53.42
PRADEEP	20012003	1797	59.79
PRADYUMNA	25032000	1768	75.65
PRAFULL	15072003	1634	54.53
PRAKASH	27042000	1667	58.45
PRAKHAR	23092001	1449	74.92
PRANAY	10012002	1799	47.6
PRASHANT	19072002	1420	42.93
PRATEEK	17052002	1798	84.74
PRATHEEK	17012000	1635	68.84
PREET	28062002	1792	72.19
PREM	12062000	1720	86.91
PRINCE	28082003	1707	51.82
PRIYANKA	22062000	1502	71.12
PRIYANSH	24062001	1552	94.33
PRIYANSHU	12072001	1657	69.07
RAHUL	11052003	1486	86.17
RAJ	22012002	1477	48.68
RAJAS	15032002	1558	54.85
RAKESH	13022002	1835	46.65
RAKSHIT	21052000	1805	77.25
RAMESH	13052001	1716	83.72
RANDHEER	17092003	1673	60.71
RANU	15022000	1489	96.32
RASHI	15092002	1574	95.34
RATHOD	28072002	1741	82.41
RAVI	14082002	1647	49.09
RAVNEESH	15012002	1792	93.13
RIJUL	10092001	1400	59.56
RISHABH	11092000	1665	40.35
RISHAV	24092003	1563	92.81
RISHI	23032000	1520	71.26
RITIKA	17072003	1743	73.26
RITVIK	11012003	1527	67.91
ROHAN	19062002	1625	79.21
RUCHIT	26072001	1730	62.04
RUSHI	12042002	1521	77.13
SAFALATA	25032003	1797	51.6
SAHIL	10072000	1865	49.8
SAKSHAM	19012003	1526	71.14
SAMAR	18032000	1615	63.7
SAMARTH	13012002	1791	40.54
SANGRAM	23012003	1764	46.57
SANJAY	11082002	1584	73.69
SANKET	28022000	1702	61.6
SANSKAR	16052000	1422	91.4
SARTHAK	10022001	1470	75.91
SATISH	21062001	1696	94.78
SATVIK	12052000	1823	61.48
SAURAV	16032000	1717	41.09
SHAILESH	11032001	1630	92.39
SHASHANK	21072002	1759	81.21
SHAURYA	27082000	1570	72.87
SHAYAN	17012001	1711	91.97
SHIVA	23042002	1573	90.07
SHIVAM	11082003	1814	71.88
SHIVANSHU	18022002	1574	64.46
SHRADHA	14082003	1677	44.49
SHREYA	12092002	1515	43.51
SHREYASH	20072002	1700	68.03
SHUBHAM	26012002	1808	86.1
SHUBHENDU	28052001	1704	51.04
SHWETANGI	11082001	1775	48.83
SIDDHANT	18062001	1422	51.03
SIDDHARTH	12082002	1479	45.07
SIDDHI	20092003	1745	76.5
SIMRAN	12082001	1637	75
SOURAV	17032003	1553	58.81
SUDIP	19092003	1838	43.54
SUKHBIR	12092001	1535	98.46
SUMIR	27052002	1883	40.56
SUMIT	19032003	1802	92.73
SUNAV	20052000	1480	47.33
SUNIL	16052002	1896	44.63
SUPRIYA	25042000	1736	51.57
SURENDRA	18082003	1545	79.11
SURESH	27072000	1713	51.66
SWATI	28012000	1744	72.66
TANVI	27022003	1684	41.09
TUSHAR	16042000	1540	78.59
UJJWAL	17092000	1659	80.42
UMESH	13072003	1441	59.12
UTKARSH	13052000	1655	64.41
UTSAV	18012000	1696	41.92
VAIBHAV	16022002	1696	43.89
VANKALA	12012002	1801	71.1
VANKAYALAPATI	18012003	1601	55.02
VASU	24052001	1843	72.68
VEDANT	18062002	1811	51.67
VIJAY	11052001	1724	99.59
VIKAS	13092002	1662	53.38
VINEET	14052000	1762	74.69
VINIT	21032003	1733	68.86
VIPUL	15012001	1415	96.19
VISHNU	20012002	1839	92.16
VIVEK	25072001	1688	58.23
YANIK	21042003	1709	47.28
YASH	13032000	1570	98.05
YASHANK	16022001	1431	49.02
YOGESH	13082001	1486	96.73
